School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
Eastern Michigan,Wyoming,2015-09-12,2015-16,0,0,48,29,77,W,-19,Regular,2,18,25,72.0,330,3,37,176,4.8,3,6,6,100.0,2,2,100.0,12,0,0,0,26.0,26.0,0.0,6.0,17.0,35.3,32.0,0.0,58.0,430.0,7.4,4.0,3.0,3.0,100.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0
Georgia State,New Mexico State,2015-09-12,2015-16,0,0,34,32,66,W,-2,Regular,2,32,43,74.4,372,2,46,210,4.6,2,4,4,100.0,2,3,66.7,10,2,1,3,26.0,26.0,0.0,31.0,55.0,56.4,445.0,3.0,23.0,84.0,3.7,1.0,2.0,4.0,50.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
Houston,Louisville,2015-09-12,2015-16,0,0,34,31,65,W,-3,Regular,2,23,35,65.7,236,3,57,226,4.0,0,4,4,100.0,2,4,50.0,10,0,1,1,18.375,26.0,-7.625,27.0,45.0,60.0,325.0,2.0,26.0,70.0,2.7,2.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,2.0,2.0,4.0
Idaho,Southern California,2015-09-12,2015-16,0,0,9,59,68,L,50,Regular,2,28,45,62.2,240,1,32,71,2.2,0,0,1,0.0,1,1,100.0,3,0,0,0,26.0,16.333333333333332,9.666666666666668,30.0,37.0,81.1,453.0,3.0,37.0,284.0,7.7,5.0,8.0,8.0,100.0,1.0,1.0,100.0,11.0,0.0,0.0,0.0
Iowa,Iowa State,2015-09-12,2015-16,0,0,31,17,48,W,-14,Regular,2,15,25,60.0,215,3,45,260,5.8,1,4,4,100.0,1,1,100.0,7,1,0,1,10.1,26.0,-15.9,19.0,35.0,54.3,247.0,2.0,27.0,63.0,2.3,0.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,1.0,1.0
Kentucky,South Carolina,2015-09-12,2015-16,0,0,26,22,48,W,-4,Regular,2,21,29,72.4,192,0,38,207,5.4,3,3,3,100.0,1,1,100.0,6,0,1,1,26.0,26.0,0.0,17.0,27.0,63.0,222.0,1.0,34.0,195.0,5.7,1.0,1.0,1.0,100.0,3.0,4.0,75.0,10.0,0.0,1.0,1.0
Marshall,Ohio,2015-09-12,2015-16,0,0,10,21,31,L,11,Regular,2,16,33,48.5,106,0,25,157,6.3,1,1,1,100.0,1,1,100.0,4,2,2,4,26.0,2.2666666666666666,23.733333333333334,15.0,28.0,53.6,156.0,1.0,51.0,229.0,4.5,2.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0
Memphis,Kansas,2015-09-12,2015-16,0,0,55,23,78,W,-32,Regular,2,24,27,88.9,370,2,52,281,5.4,5,7,7,100.0,2,2,100.0,13,3,0,3,20.166666666666668,26.0,-5.833333333333332,18.0,38.0,47.4,165.0,0.0,46.0,194.0,4.2,2.0,2.0,2.0,100.0,3.0,3.0,100.0,11.0,0.0,0.0,0.0
Middle Tennessee State,Alabama,2015-09-12,2015-16,0,0,10,37,47,L,27,Regular,2,23,43,53.5,189,1,31,86,2.8,0,1,1,100.0,1,2,50.0,4,3,1,4,26.0,5.733333333333333,20.266666666666666,26.0,43.0,60.5,312.0,2.0,39.0,220.0,5.6,3.0,5.0,5.0,100.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0
Minnesota,Colorado State,2015-09-12,2015-16,0,0,23,20,43,W,-3,Regular,2,23,45,51.1,233,2,41,180,4.4,0,2,2,100.0,3,4,75.0,11,2,0,2,26.0,26.0,0.0,16.0,32.0,50.0,142.0,1.0,41.0,172.0,4.2,1.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,2.0,2.0,4.0
Missouri,Arkansas State,2015-09-12,2015-16,0,0,27,20,47,W,-7,Regular,2,16,37,43.2,148,3,34,140,4.1,0,3,3,100.0,2,2,100.0,9,0,3,3,21.75,26.0,-4.25,14.0,30.0,46.7,124.0,2.0,45.0,93.0,2.1,0.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,3.0,3.0
North Texas,Southern Methodist,2015-09-12,2015-16,0,0,13,31,44,L,18,Regular,1,16,34,47.1,128,0,33,112,3.4,1,1,1,100.0,2,3,66.7,7,2,2,4,26.0,26.0,0.0,17.0,24.0,70.8,171.0,2.0,53.0,273.0,5.2,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,3.0,0.0,3.0
Notre Dame,Virginia,2015-09-12,2015-16,0,0,34,27,61,W,-7,Regular,2,15,30,50.0,207,3,34,253,7.4,1,2,2,100.0,2,3,66.7,8,0,0,0,8.933333333333334,26.0,-17.066666666666666,26.0,38.0,68.4,289.0,2.0,30.0,127.0,4.2,2.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
Oklahoma,Tennessee,2015-09-12,2015-16,0,0,31,24,55,W,-7,Regular,2,19,39,48.7,187,3,48,161,3.4,1,4,4,100.0,1,1,100.0,7,0,2,2,12.0,24.0,-12.0,13.0,31.0,41.9,125.0,1.0,45.0,129.0,2.9,2.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,0.0,1.0,1.0
San Jose State,Air Force,2015-09-12,2015-16,0,0,16,37,53,L,21,Regular,2,18,33,54.5,140,1,20,150,7.5,1,1,2,50.0,1,2,50.0,4,0,2,2,26.0,26.0,0.0,3.0,11.0,27.3,24.0,0.0,69.0,428.0,6.2,5.0,4.0,5.0,80.0,1.0,1.0,100.0,7.0,0.0,1.0,1.0
Temple,Cincinnati,2015-09-12,2015-16,0,0,34,26,60,W,-8,Regular,2,13,20,65.0,81,2,36,215,6.0,1,4,4,100.0,2,2,100.0,10,1,0,1,22.857142857142858,26.0,-3.1428571428571423,30.0,52.0,57.7,427.0,2.0,31.0,130.0,4.2,1.0,2.0,2.0,100.0,2.0,3.0,66.7,8.0,1.0,4.0,5.0
Tulsa,New Mexico,2015-09-12,2015-16,0,0,40,21,61,W,-19,Regular,2,16,30,53.3,321,2,59,279,4.7,2,4,4,100.0,4,4,100.0,16,1,0,1,26.0,26.0,0.0,11.0,21.0,52.4,166.0,1.0,47.0,224.0,4.8,2.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0
Texas-El Paso,Texas Tech,2015-09-12,2015-16,0,0,20,69,89,L,49,Regular,2,19,31,61.3,187,1,46,227,4.9,1,2,2,100.0,2,2,100.0,8,2,0,2,26.0,26.0,0.0,23.0,42.0,54.8,445.0,4.0,30.0,229.0,7.6,5.0,9.0,9.0,100.0,2.0,2.0,100.0,15.0,0.0,0.0,0.0
Wake Forest,Syracuse,2015-09-12,2015-16,0,0,17,30,47,L,13,Regular,2,30,45,66.7,373,1,32,46,1.4,1,2,2,100.0,1,2,50.0,5,0,3,3,26.0,26.0,0.0,8.0,14.0,57.1,221.0,2.0,37.0,149.0,4.0,0.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,0.0,0.0,0.0
Louisiana Tech,Kansas State,2015-09-19,2015-16,0,0,33,39,72,L,6,Regular,3,30,51,58.8,314,1,38,137,3.6,2,3,3,100.0,4,5,80.0,15,2,0,2,26.0,26.0,0.0,15.0,26.0,57.7,195.0,3.0,45.0,160.0,3.6,1.0,3.0,3.0,100.0,4.0,4.0,100.0,15.0,1.0,0.0,1.0
Memphis,Bowling Green State,2015-09-19,2015-16,0,0,44,41,85,W,-3,Regular,3,29,40,72.5,386,3,50,155,3.1,2,5,5,100.0,3,3,100.0,14,0,0,0,20.166666666666668,26.0,-5.833333333333332,28.0,45.0,62.2,443.0,4.0,29.0,136.0,4.7,2.0,5.0,6.0,83.3,0.0,1.0,0.0,5.0,0.0,0.0,0.0
Nebraska,Miami (FL),2015-09-19,2015-16,0,0,33,36,69,L,3,Regular,3,21,45,46.7,309,4,32,153,4.8,0,2,2,100.0,1,1,100.0,5,0,3,3,26.0,26.0,0.0,25.0,42.0,59.5,379.0,2.0,33.0,132.0,4.0,1.0,3.0,3.0,100.0,5.0,5.0,100.0,18.0,0.0,1.0,1.0
Nevada,Texas A&M,2015-09-19,2015-16,0,0,27,44,71,L,17,Regular,3,16,29,55.2,206,2,45,153,3.4,1,3,3,100.0,2,2,100.0,9,0,1,1,26.0,16.0,10.0,20.0,36.0,55.6,302.0,4.0,40.0,233.0,5.8,1.0,5.0,5.0,100.0,3.0,3.0,100.0,14.0,1.0,1.0,2.0
Northern Illinois,Ohio State,2015-09-19,2015-16,0,0,13,20,33,L,7,Regular,3,14,31,45.2,80,0,43,110,2.6,1,1,1,100.0,2,2,100.0,7,0,2,2,26.0,26.0,0.0,16.0,29.0,55.2,136.0,1.0,37.0,162.0,4.4,0.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,2.0,3.0,5.0
Northwestern,Duke,2015-09-19,2015-16,0,0,19,10,29,W,-9,Regular,3,9,23,39.1,70,0,54,201,3.7,1,1,2,50.0,2,2,100.0,7,0,2,2,18.4,21.0,-2.6000000000000014,24.0,39.0,61.5,150.0,0.0,35.0,177.0,5.1,1.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,2.0,1.0,3.0
Mississippi,Alabama,2015-09-19,2015-16,0,0,43,37,80,W,-6,Regular,3,18,33,54.5,341,3,32,92,2.9,2,4,4,100.0,3,3,100.0,13,0,0,0,14.785714285714286,5.733333333333333,9.052380952380954,32.0,59.0,54.2,288.0,3.0,42.0,215.0,5.1,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,2.0,3.0,5.0
Pittsburgh,Iowa,2015-09-19,2015-16,0,0,24,27,51,L,3,Regular,3,21,31,67.7,227,2,27,55,2.0,0,3,3,100.0,1,1,100.0,6,0,2,2,24.0,10.1,13.9,27.0,40.0,67.5,258.0,0.0,29.0,105.0,3.6,3.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,1.0,1.0
Rice,North Texas,2015-09-19,2015-16,0,0,38,24,62,W,-14,Regular,3,29,39,74.4,373,3,51,189,3.7,2,5,5,100.0,1,2,50.0,8,0,0,0,26.0,26.0,0.0,19.0,35.0,54.3,303.0,2.0,27.0,175.0,6.5,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,2.0,1.0,3.0
South Alabama,San Diego State,2015-09-19,2015-16,0,0,34,27,61,W,-7,Regular,3,18,36,50.0,270,2,47,241,5.1,2,4,4,100.0,2,3,66.7,10,0,0,0,26.0,26.0,0.0,13.0,27.0,48.1,165.0,2.0,38.0,140.0,3.7,1.0,3.0,3.0,100.0,2.0,3.0,66.7,9.0,1.0,0.0,1.0
South Carolina,Georgia,2015-09-19,2015-16,0,0,20,52,72,L,32,Regular,3,10,22,45.5,84,0,39,174,4.5,2,2,2,100.0,2,2,100.0,8,0,1,1,26.0,12.75,13.25,24.0,25.0,96.0,330.0,3.0,38.0,246.0,6.5,4.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,1.0,0.0,1.0
Stanford,Southern California,2015-09-19,2015-16,0,0,41,31,72,W,-10,Regular,3,18,24,75.0,279,2,49,195,4.0,3,5,5,100.0,2,2,100.0,11,0,0,0,13.307692307692308,16.333333333333332,-3.0256410256410238,25.0,32.0,78.1,272.0,3.0,28.0,155.0,5.5,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,0.0,0.0
Temple,Massachusetts,2015-09-19,2015-16,0,0,25,23,48,W,-2,Regular,3,28,49,57.1,391,1,37,67,1.8,1,2,2,100.0,3,3,100.0,11,1,2,3,22.857142857142858,26.0,-3.1428571428571423,29.0,55.0,52.7,393.0,3.0,25.0,45.0,1.8,0.0,2.0,3.0,66.7,1.0,1.0,100.0,5.0,1.0,1.0,2.0
Texas Tech,Arkansas,2015-09-19,2015-16,0,0,35,24,59,W,-11,Regular,3,27,31,87.1,315,2,27,171,6.3,3,5,5,100.0,0,1,0.0,5,0,2,2,26.0,19.0,7.0,16.0,21.0,76.2,196.0,2.0,43.0,228.0,5.3,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,1.0,1.0,2.0
Tulsa,Oklahoma,2015-09-19,2015-16,0,0,38,52,90,L,14,Regular,3,34,51,66.7,427,4,40,176,4.4,1,5,5,100.0,1,2,50.0,8,0,0,0,26.0,12.0,14.0,32.0,38.0,84.2,487.0,4.0,47.0,286.0,6.1,3.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,2.0,0.0,2.0
Utah,Fresno State,2015-09-19,2015-16,0,0,45,24,69,W,-21,Regular,3,19,26,73.1,159,1,48,221,4.6,2,6,6,100.0,1,1,100.0,9,2,1,3,16.142857142857142,26.0,-9.857142857142858,17.0,35.0,48.6,241.0,3.0,29.0,124.0,4.3,0.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,2.0,0.0,2.0
Utah State,Washington,2015-09-19,2015-16,0,0,17,31,48,L,14,Regular,3,17,33,51.5,171,0,30,83,2.8,1,2,2,100.0,1,1,100.0,5,0,2,2,26.0,26.0,0.0,22.0,31.0,71.0,368.0,3.0,35.0,74.0,2.1,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,2.0,1.0,3.0
Texas-San Antonio,Oklahoma State,2015-09-19,2015-16,0,0,14,69,83,L,55,Regular,3,16,30,53.3,170,1,51,176,3.5,1,2,2,100.0,0,1,0.0,2,5,2,7,26.0,14.153846153846153,11.846153846153847,19.0,26.0,73.1,312.0,3.0,40.0,217.0,5.4,3.0,9.0,9.0,100.0,2.0,2.0,100.0,15.0,1.0,0.0,1.0
Virginia Tech,Purdue,2015-09-19,2015-16,0,0,51,24,75,W,-27,Regular,3,16,26,61.5,233,2,56,238,4.3,2,6,6,100.0,3,4,75.0,15,1,0,1,26.0,26.0,0.0,12.0,35.0,34.3,121.0,0.0,29.0,144.0,5.0,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,2.0,3.0
Wake Forest,Army,2015-09-19,2015-16,0,0,17,14,31,W,-3,Regular,3,18,33,54.5,175,0,35,171,4.9,2,2,2,100.0,1,1,100.0,5,0,3,3,26.0,26.0,0.0,2.0,3.0,66.7,54.0,0.0,54.0,186.0,3.4,2.0,2.0,2.0,100.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Western Kentucky,Indiana,2015-09-19,2015-16,0,0,35,38,73,L,3,Regular,3,35,46,76.1,484,3,26,84,3.2,2,5,5,100.0,0,1,0.0,5,0,2,2,26.0,26.0,0.0,20.0,27.0,74.1,355.0,3.0,59.0,284.0,4.8,1.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,1.0,0.0,1.0
Wyoming,Washington State,2015-09-19,2015-16,0,0,14,31,45,L,17,Regular,3,25,36,69.4,296,2,40,113,2.8,0,2,2,100.0,0,1,0.0,2,1,1,2,26.0,21.5,4.5,37.0,45.0,82.2,303.0,2.0,20.0,75.0,3.8,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,1.0,1.0
New Mexico,Arizona State,2015-09-18,2015-16,0,0,10,34,44,L,24,Regular,3,12,29,41.4,111,0,47,184,3.9,1,1,1,100.0,1,2,50.0,4,0,1,1,26.0,16.0,10.0,22.0,37.0,59.5,317.0,3.0,30.0,132.0,4.4,1.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,1.0,0.0,1.0
Clemson,Louisville,2015-09-17,2015-16,0,0,20,17,37,W,-3,Regular,3,21,30,70.0,199,2,40,202,5.1,0,2,2,100.0,2,2,100.0,8,0,2,2,5.933333333333334,26.0,-20.066666666666666,20.0,35.0,57.1,253.0,0.0,28.0,19.0,0.7,1.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,0.0,2.0,2.0
Appalachian State,Clemson,2015-09-12,2015-16,0,0,10,41,51,L,31,Regular,2,9,28,32.1,95,1,45,203,4.5,0,1,1,100.0,1,1,100.0,4,1,3,4,26.0,5.933333333333334,20.066666666666666,21.0,31.0,67.7,252.0,3.0,44.0,140.0,3.2,1.0,5.0,5.0,100.0,2.0,3.0,66.7,11.0,0.0,2.0,2.0
Arizona,Nevada,2015-09-12,2015-16,0,0,44,20,64,W,-24,Regular,2,25,34,73.5,269,2,43,301,7.0,4,5,6,83.3,1,2,50.0,8,1,0,1,19.25,26.0,-6.75,18.0,34.0,52.9,159.0,2.0,42.0,168.0,4.0,0.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,1.0,1.0
Army,Connecticut,2015-09-12,2015-16,0,0,17,22,39,L,5,Regular,2,3,8,37.5,85,1,33,180,5.5,1,2,2,100.0,1,1,100.0,5,0,1,1,26.0,26.0,0.0,19.0,25.0,76.0,270.0,0.0,46.0,145.0,3.2,2.0,1.0,2.0,50.0,3.0,3.0,100.0,10.0,1.0,0.0,1.0
Bowling Green State,Maryland,2015-09-12,2015-16,0,0,48,27,75,W,-21,Regular,2,36,55,65.5,491,6,50,201,4.0,1,6,6,100.0,0,2,0.0,6,0,1,1,26.0,26.0,0.0,16.0,33.0,48.5,185.0,2.0,26.0,156.0,6.0,0.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,1.0,3.0,4.0
Middle Tennessee State,Illinois,2015-09-26,2015-16,0,0,25,27,52,L,2,Regular,4,29,43,67.4,330,3,37,38,1.0,0,2,2,100.0,1,2,50.0,5,1,0,1,26.0,26.0,0.0,29.0,49.0,59.2,238.0,1.0,39.0,140.0,3.6,1.0,3.0,3.0,100.0,2.0,3.0,66.7,9.0,0.0,0.0,0.0
Nevada,Buffalo,2015-09-26,2015-16,0,0,24,21,45,W,-3,Regular,4,12,21,57.1,90,0,39,289,7.4,3,3,3,100.0,1,1,100.0,6,0,0,0,26.0,26.0,0.0,28.0,46.0,60.9,338.0,2.0,35.0,149.0,4.3,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,2.0,3.0
North Carolina State,South Alabama,2015-09-26,2015-16,0,0,63,13,76,W,-50,Regular,4,21,27,77.8,256,2,41,330,8.0,7,9,9,100.0,0,1,0.0,9,0,0,0,26.0,26.0,0.0,16.0,35.0,45.7,213.0,1.0,26.0,45.0,1.7,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,2.0,3.0
Northern Illinois,Boston College,2015-09-26,2015-16,0,0,14,17,31,L,3,Regular,4,11,25,44.0,81,0,31,72,2.3,1,2,2,100.0,0,1,0.0,2,1,1,2,26.0,26.0,0.0,5.0,14.0,35.7,92.0,1.0,63.0,234.0,3.7,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,1.0,1.0
Ohio,Minnesota,2015-09-26,2015-16,0,0,24,27,51,L,3,Regular,4,17,27,63.0,194,2,38,151,4.0,1,3,3,100.0,1,1,100.0,6,0,0,0,2.2666666666666666,26.0,-23.733333333333334,22.0,31.0,71.0,264.0,0.0,36.0,204.0,5.7,3.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,1.0,0.0,1.0
Oklahoma State,Texas,2015-09-26,2015-16,0,0,30,27,57,W,-3,Regular,4,24,36,66.7,292,2,46,103,2.2,1,3,3,100.0,3,3,100.0,12,1,2,3,14.153846153846153,26.0,-11.846153846153847,9.0,17.0,52.9,119.0,0.0,42.0,171.0,4.1,1.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,1.0,1.0
Southern Mississippi,Nebraska,2015-09-26,2015-16,0,0,28,36,64,L,8,Regular,4,26,42,61.9,447,2,23,11,0.5,2,4,4,100.0,0,2,0.0,4,1,0,1,26.0,26.0,0.0,23.0,35.0,65.7,368.0,2.0,39.0,242.0,6.2,1.0,3.0,3.0,100.0,5.0,7.0,71.4,18.0,1.0,1.0,2.0
Texas Christian,Texas Tech,2015-09-26,2015-16,0,0,55,52,107,W,-3,Regular,4,35,56,62.5,503,4,47,247,5.3,3,6,6,100.0,1,3,33.3,9,0,0,0,5.866666666666666,26.0,-20.133333333333333,25.0,45.0,55.6,392.0,2.0,39.0,215.0,5.5,5.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,0.0,0.0,0.0
Vanderbilt,Mississippi,2015-09-26,2015-16,0,0,16,27,43,L,11,Regular,4,23,42,54.8,194,1,43,128,3.0,0,1,1,100.0,3,4,75.0,10,0,0,0,26.0,14.785714285714286,11.214285714285714,24.0,42.0,57.1,321.0,1.0,42.0,151.0,3.6,2.0,3.0,3.0,100.0,2.0,3.0,66.7,9.0,0.0,2.0,2.0
Western Michigan,Ohio State,2015-09-26,2015-16,0,0,12,38,50,L,26,Regular,4,18,33,54.5,169,2,41,169,4.1,0,0,1,0.0,0,2,0.0,0,0,1,1,26.0,26.0,0.0,20.0,36.0,55.6,288.0,2.0,34.0,223.0,6.6,2.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,0.0,2.0,2.0
Boise State,Virginia,2015-09-25,2015-16,0,0,56,14,70,W,-42,Regular,4,25,38,65.8,358,3,31,89,2.9,1,6,6,100.0,4,5,80.0,18,0,0,0,22.5,26.0,-3.5,16.0,33.0,48.5,233.0,2.0,33.0,40.0,1.2,0.0,2.0,2.0,100.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0
Stanford,Oregon State,2015-09-25,2015-16,0,0,42,24,66,W,-18,Regular,4,9,14,64.3,163,2,48,325,6.8,4,6,6,100.0,0,1,0.0,6,1,1,2,13.307692307692308,26.0,-12.692307692307692,20.0,36.0,55.6,275.0,1.0,36.0,111.0,3.1,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,0.0,1.0
Cincinnati,Memphis,2015-09-24,2015-16,0,0,46,53,99,L,7,Regular,4,38,64,59.4,620,4,36,132,3.7,1,4,4,100.0,4,5,80.0,16,0,3,3,26.0,20.166666666666668,5.833333333333332,24.0,36.0,66.7,412.0,2.0,37.0,158.0,4.3,4.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,1.0,0.0,1.0
Ball State,Eastern Michigan,2015-09-19,2015-16,0,0,28,17,45,W,-11,Regular,3,24,33,72.7,194,1,52,278,5.3,3,4,4,100.0,0,1,0.0,4,1,0,1,26.0,26.0,0.0,19.0,39.0,48.7,196.0,0.0,22.0,123.0,5.6,2.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,0.0,2.0,2.0
Brigham Young,UCLA,2015-09-19,2015-16,0,0,23,24,47,L,1,Regular,3,30,47,63.8,244,1,41,161,3.9,1,2,2,100.0,3,3,100.0,11,0,1,1,22.0,16.90909090909091,5.09090909090909,11.0,23.0,47.8,106.0,1.0,38.0,296.0,7.8,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,3.0,3.0
California,Texas,2015-09-19,2015-16,0,0,45,44,89,W,-1,Regular,3,27,37,73.0,268,3,41,280,6.8,3,6,6,100.0,1,2,50.0,9,2,0,2,22.0,26.0,-4.0,20.0,31.0,64.5,364.0,0.0,52.0,286.0,5.5,6.0,5.0,6.0,83.3,1.0,1.0,100.0,8.0,1.0,1.0,2.0
Central Michigan,Syracuse,2015-09-19,2015-16,0,0,27,30,57,L,3,Regular,3,37,51,72.5,430,2,40,90,2.3,1,3,3,100.0,2,3,66.7,9,1,1,2,26.0,26.0,0.0,11.0,17.0,64.7,161.0,2.0,30.0,165.0,5.5,2.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,1.0,1.0
Charlotte,Middle Tennessee State,2015-09-19,2015-16,0,0,14,73,87,L,59,Regular,3,13,33,39.4,102,0,38,117,3.1,1,2,2,100.0,0,1,0.0,2,3,4,7,26.0,26.0,0.0,24.0,29.0,82.8,379.0,5.0,49.0,316.0,6.4,4.0,10.0,10.0,100.0,1.0,1.0,100.0,13.0,2.0,0.0,2.0
Cincinnati,Miami (OH),2015-09-19,2015-16,0,0,37,33,70,W,-4,Regular,3,22,40,55.0,263,1,54,282,5.2,3,4,4,100.0,3,3,100.0,13,2,2,4,26.0,26.0,0.0,14.0,34.0,41.2,228.0,4.0,41.0,220.0,5.4,0.0,3.0,4.0,75.0,2.0,2.0,100.0,9.0,0.0,1.0,1.0
Connecticut,Missouri,2015-09-19,2015-16,0,0,6,9,15,L,3,Regular,3,17,28,60.7,156,0,33,77,2.3,1,0,1,0.0,0,1,0.0,0,1,1,2,26.0,21.75,4.25,20.0,31.0,64.5,185.0,0.0,34.0,85.0,2.5,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
East Carolina,Navy,2015-09-19,2015-16,0,0,21,45,66,L,24,Regular,3,36,49,73.5,325,3,21,80,3.8,0,3,3,100.0,0,1,0.0,3,1,1,2,26.0,20.2,5.800000000000001,4.0,7.0,57.1,41.0,0.0,75.0,415.0,5.5,6.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,0.0,0.0,0.0
Georgia State,Oregon,2015-09-19,2015-16,0,0,28,61,89,L,33,Regular,3,25,40,62.5,318,3,36,113,3.1,1,4,4,100.0,0,1,0.0,4,2,2,4,26.0,14.555555555555555,11.444444444444445,23.0,31.0,74.2,228.0,2.0,53.0,311.0,5.9,3.0,7.0,7.0,100.0,4.0,4.0,100.0,19.0,1.0,0.0,1.0
Georgia Tech,Notre Dame,2015-09-19,2015-16,0,0,22,30,52,L,8,Regular,3,8,24,33.3,121,2,47,216,4.6,1,2,2,100.0,0,2,0.0,2,1,0,1,17.25,8.933333333333334,8.316666666666666,21.0,30.0,70.0,242.0,1.0,32.0,215.0,6.7,3.0,3.0,4.0,75.0,1.0,1.0,100.0,6.0,1.0,1.0,2.0
Illinois,North Carolina,2015-09-19,2015-16,0,0,14,48,62,L,34,Regular,3,19,38,50.0,172,0,45,227,5.0,2,2,2,100.0,0,2,0.0,2,0,1,1,26.0,13.5,12.5,19.0,26.0,73.1,217.0,3.0,37.0,254.0,6.9,2.0,6.0,6.0,100.0,2.0,2.0,100.0,12.0,0.0,1.0,1.0
Iowa State,Toledo,2015-09-19,2015-16,0,0,23,30,53,L,7,Regular,3,26,43,60.5,274,1,49,207,4.2,1,2,2,100.0,3,4,75.0,11,1,0,1,26.0,21.25,4.75,11.0,28.0,39.3,138.0,1.0,34.0,171.0,5.0,1.0,3.0,3.0,100.0,3.0,4.0,75.0,12.0,0.0,1.0,1.0
Northern Illinois,Central Michigan,2015-10-03,2015-16,0,0,19,29,48,L,10,Regular,5,12,30,40.0,105,0,59,211,3.6,2,1,1,100.0,2,3,66.7,7,3,1,4,26.0,26.0,0.0,16.0,32.0,50.0,182.0,2.0,34.0,93.0,2.7,1.0,2.0,2.0,100.0,3.0,4.0,75.0,11.0,0.0,1.0,1.0
Notre Dame,Clemson,2015-10-03,2015-16,0,0,22,24,46,L,2,Regular,5,19,35,54.3,321,2,33,116,3.5,1,1,1,100.0,1,1,100.0,4,3,1,4,8.933333333333334,5.933333333333334,3.0,11.0,22.0,50.0,97.0,2.0,42.0,199.0,4.7,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,0.0,1.0,1.0
Ohio State,Indiana,2015-10-03,2015-16,0,0,34,27,61,W,-7,Regular,5,18,27,66.7,245,1,34,272,8.0,3,4,4,100.0,2,3,66.7,10,2,1,3,26.0,26.0,0.0,17.0,36.0,47.2,226.0,0.0,55.0,176.0,3.2,3.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,0.0,0.0
