School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
North Carolina State,Syracuse,2019-10-10,2019-20,1,0,16,10,26,W,6,Regular,6,18,31,58.1,260,1,34,104,3.1,0,1,1,100.0,3,3,100.0,10,0,1,1,26.0,26.0,0.0,29.0,39.0,74.4,300.0,1.0,37.0,41.0,1.1,0.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,0.0,0.0
Buffalo,Ohio,2019-10-05,2019-20,1,0,20,21,41,L,-1,Regular,6,16,23,69.6,197,2,43,181,4.2,1,2,3,66.7,0,2,0.0,2,1,0,1,26.0,26.0,0.0,12.0,19.0,63.2,155.0,0.0,47.0,186.0,4.0,3.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0
Central Michigan,Eastern Michigan,2019-10-05,2019-20,1,0,42,16,58,W,26,Regular,6,15,24,62.5,279,2,45,308,6.8,4,6,6,100.0,0,2,0.0,6,1,1,2,26.0,26.0,0.0,22.0,38.0,57.9,208.0,1.0,28.0,77.0,2.8,1.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,0.0,1.0,1.0
Colorado State,San Diego State,2019-10-05,2019-20,1,0,10,24,34,L,-14,Regular,6,19,32,59.4,217,1,25,18,0.7,0,1,1,100.0,1,1,100.0,4,1,3,4,26.0,26.0,0.0,16.0,20.0,80.0,147.0,3.0,43.0,91.0,2.1,0.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
Duke,Pittsburgh,2019-10-05,2019-20,1,0,30,33,63,L,-3,Regular,5,18,45,40.0,165,1,44,123,2.8,3,1,1,100.0,1,1,100.0,4,3,3,6,26.0,26.0,0.0,29.0,48.0,60.4,268.0,3.0,35.0,69.0,2.0,0.0,3.0,4.0,75.0,2.0,2.0,100.0,9.0,2.0,2.0,4.0
Florida,Auburn,2019-10-05,2019-20,1,0,24,13,37,W,11,Regular,6,25,39,64.1,266,2,33,132,4.0,1,3,3,100.0,1,1,100.0,6,4,0,4,26.0,26.0,0.0,11.0,27.0,40.7,145.0,1.0,34.0,124.0,3.6,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,3.0,4.0
Georgia State,Arkansas State,2019-10-05,2019-20,1,0,52,38,90,W,14,Regular,5,29,41,70.7,382,1,58,340,5.9,6,7,7,100.0,1,2,50.0,10,0,0,0,26.0,26.0,0.0,22.0,34.0,64.7,306.0,4.0,22.0,115.0,5.2,1.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,0.0,2.0,2.0
Louisiana-Monroe,Memphis,2019-10-05,2019-20,1,0,33,52,85,L,-19,Regular,5,24,45,53.3,319,2,44,256,5.8,2,3,3,100.0,2,3,66.7,9,0,1,1,26.0,26.0,0.0,15.0,24.0,62.5,249.0,3.0,36.0,286.0,7.9,3.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,1.0,1.0,2.0
Louisville,Boston College,2019-10-05,2019-20,1,0,41,39,80,W,2,Regular,5,23,34,67.6,428,2,44,236,5.4,3,5,5,100.0,2,3,66.7,11,0,0,0,26.0,26.0,0.0,15.0,33.0,45.5,304.0,4.0,45.0,259.0,5.8,1.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,1.0,2.0
Middle Tennessee State,Marshall,2019-10-05,2019-20,1,0,24,13,37,W,11,Regular,5,17,30,56.7,261,1,37,140,3.8,2,3,3,100.0,1,2,50.0,6,0,0,0,26.0,26.0,0.0,26.0,43.0,60.5,376.0,1.0,39.0,202.0,5.2,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,3.0,4.0
Minnesota,Illinois,2019-10-05,2019-20,1,0,40,17,57,W,23,Regular,5,9,17,52.9,155,3,52,332,6.4,2,4,4,100.0,2,2,100.0,10,1,1,2,26.0,26.0,0.0,20.0,39.0,51.3,157.0,0.0,27.0,91.0,3.4,0.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,0.0,1.0,1.0
Missouri,Troy,2019-10-05,2019-20,1,0,42,10,52,W,32,Regular,5,18,27,66.7,278,3,36,165,4.6,2,6,6,100.0,0,2,0.0,6,0,0,0,26.0,26.0,0.0,20.0,35.0,57.1,150.0,1.0,31.0,61.0,2.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,1.0,2.0,3.0
Navy,Air Force,2019-10-05,2019-20,1,0,34,25,59,W,9,Regular,4,6,8,75.0,162,0,49,215,4.4,4,4,4,100.0,0,1,0.0,4,2,0,2,26.0,26.0,0.0,11.0,26.0,42.3,246.0,0.0,43.0,111.0,2.6,2.0,1.0,1.0,100.0,4.0,4.0,100.0,13.0,2.0,1.0,3.0
Nebraska,Northwestern,2019-10-05,2019-20,1,0,13,10,23,W,3,Regular,6,15,25,60.0,186,0,40,133,3.3,1,1,1,100.0,2,3,66.7,7,0,0,0,26.0,26.0,0.0,19.0,32.0,59.4,136.0,0.0,41.0,157.0,3.8,1.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,1.0,1.0
New Mexico State,Liberty,2019-10-05,2019-20,1,0,13,20,33,L,-7,Regular,6,20,31,64.5,265,0,34,131,3.9,1,1,1,100.0,2,2,100.0,7,1,2,3,26.0,26.0,0.0,16.0,31.0,51.6,173.0,1.0,37.0,164.0,4.4,1.0,2.0,2.0,100.0,2.0,3.0,66.7,8.0,0.0,0.0,0.0
Northern Illinois,Ball State,2019-10-05,2019-20,1,0,20,27,47,L,-7,Regular,5,21,43,48.8,241,0,30,148,4.9,2,2,2,100.0,2,2,100.0,8,2,1,3,26.0,26.0,0.0,4.0,14.0,28.6,34.0,0.0,60.0,235.0,3.9,2.0,1.0,1.0,100.0,4.0,5.0,80.0,13.0,1.0,1.0,2.0
Ohio State,Michigan State,2019-10-05,2019-20,1,0,34,10,44,W,24,Regular,6,17,25,68.0,206,2,49,323,6.6,2,4,4,100.0,2,3,66.7,10,1,1,2,26.0,26.0,0.0,20.0,38.0,52.6,218.0,1.0,26.0,69.0,2.7,0.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,2.0,1.0,3.0
Oregon,California,2019-10-05,2019-20,1,0,17,7,24,W,10,Regular,5,20,33,60.6,214,1,40,190,4.8,1,2,2,100.0,1,2,50.0,5,2,1,3,26.0,26.0,0.0,17.0,34.0,50.0,190.0,1.0,30.0,66.0,2.2,0.0,1.0,1.0,100.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0
Rutgers,Maryland,2019-10-05,2019-20,1,0,7,48,55,L,-41,Regular,5,13,25,52.0,163,0,47,151,3.2,1,1,1,100.0,0,2,0.0,1,0,2,2,26.0,26.0,0.0,22.0,34.0,64.7,290.0,2.0,28.0,200.0,7.1,4.0,6.0,7.0,85.7,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Southern Methodist,Tulsa,2019-10-05,2019-20,1,0,43,37,80,W,6,Regular,6,24,42,57.1,310,1,49,130,2.7,3,4,5,80.0,1,1,100.0,7,2,0,2,26.0,26.0,0.0,23.0,41.0,56.1,346.0,4.0,35.0,154.0,4.4,0.0,4.0,4.0,100.0,1.0,4.0,25.0,7.0,0.0,3.0,3.0
Stanford,Washington,2019-10-05,2019-20,1,0,23,13,36,W,10,Regular,6,21,31,67.7,293,1,43,189,4.4,1,2,2,100.0,3,3,100.0,11,0,0,0,26.0,26.0,0.0,16.0,36.0,44.4,206.0,1.0,22.0,88.0,4.0,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,0.0,1.0,1.0
Tennessee,Georgia,2019-10-05,2019-20,1,0,14,43,57,L,-29,Regular,5,15,33,45.5,273,2,29,70,2.4,0,2,2,100.0,0,1,0.0,2,1,1,2,26.0,26.0,0.0,24.0,29.0,82.8,288.0,2.0,41.0,238.0,5.8,2.0,4.0,4.0,100.0,3.0,3.0,100.0,13.0,0.0,0.0,0.0
Toledo,Western Michigan,2019-10-05,2019-20,1,0,31,24,55,W,7,Regular,5,14,22,63.6,200,2,53,275,5.2,2,4,4,100.0,1,2,50.0,7,1,1,2,26.0,26.0,0.0,25.0,51.0,49.0,303.0,2.0,29.0,117.0,4.0,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,0.0,1.0,1.0
Texas-El Paso,Texas-San Antonio,2019-10-05,2019-20,1,0,16,26,42,L,-10,Regular,5,16,31,51.6,181,1,30,99,3.3,1,1,1,100.0,1,1,100.0,4,0,0,0,26.0,26.0,0.0,6.0,14.0,42.9,46.0,1.0,48.0,320.0,6.7,2.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,0.0,0.0
West Virginia,Texas,2019-10-05,2019-20,1,0,31,42,73,L,-11,Regular,5,31,46,67.4,367,3,23,96,4.2,1,4,4,100.0,1,3,33.3,7,0,4,4,26.0,26.0,0.0,18.0,33.0,54.5,211.0,2.0,47.0,224.0,4.8,4.0,6.0,6.0,100.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0
Cincinnati,Central Florida,2019-10-04,2019-20,1,0,27,24,51,W,3,Regular,5,17,31,54.8,149,2,41,192,4.7,0,3,3,100.0,2,2,100.0,9,0,1,1,26.0,26.0,0.0,25.0,46.0,54.3,297.0,1.0,42.0,126.0,3.0,1.0,1.0,1.0,100.0,3.0,3.0,100.0,10.0,1.0,3.0,4.0
Stanford,UCLA,2019-10-17,2019-20,1,0,16,34,50,L,-18,Regular,7,15,32,46.9,143,0,30,55,1.8,1,1,1,100.0,1,1,100.0,4,1,0,1,26.0,26.0,0.0,21.0,34.0,61.8,192.0,2.0,43.0,263.0,6.1,2.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,1.0,1.0
Troy,South Alabama,2019-10-16,2019-20,1,0,37,13,50,W,24,Regular,6,21,31,67.7,212,2,51,220,4.3,1,4,4,100.0,3,4,75.0,13,1,2,3,26.0,26.0,0.0,20.0,38.0,52.6,183.0,0.0,34.0,91.0,2.7,1.0,1.0,1.0,100.0,2.0,3.0,66.7,7.0,1.0,2.0,3.0
Arizona,Washington,2019-10-12,2019-20,1,0,27,51,78,L,-24,Regular,6,16,33,48.5,209,1,39,151,3.9,2,3,3,100.0,2,2,100.0,9,3,1,4,26.0,26.0,0.0,15.0,22.0,68.2,243.0,2.0,45.0,207.0,4.6,3.0,6.0,6.0,100.0,3.0,3.0,100.0,15.0,1.0,0.0,1.0
Arizona State,Washington State,2019-10-12,2019-20,1,0,38,34,72,W,4,Regular,6,26,36,72.2,363,3,32,169,5.3,2,5,5,100.0,1,1,100.0,8,0,0,0,26.0,26.0,0.0,44.0,66.0,66.7,466.0,3.0,10.0,32.0,3.2,1.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,0.0,0.0,0.0
Baylor,Texas Tech,2019-10-12,2019-20,1,0,33,30,63,W,3,Regular,6,24,38,63.2,352,0,38,173,4.6,4,3,3,100.0,2,3,66.7,9,0,3,3,26.0,26.0,0.0,31.0,42.0,73.8,362.0,1.0,43.0,148.0,3.4,2.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,1.0,2.0,3.0
Bowling Green State,Toledo,2019-10-12,2019-20,1,0,20,7,27,W,13,Regular,6,14,21,66.7,185,1,41,240,5.9,1,2,2,100.0,2,2,100.0,8,0,1,1,26.0,26.0,0.0,23.0,35.0,65.7,260.0,1.0,39.0,132.0,3.4,0.0,1.0,1.0,100.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0
Coastal Carolina,Georgia State,2019-10-12,2019-20,1,0,21,31,52,L,-10,Regular,6,19,31,61.3,217,2,27,105,3.9,0,1,1,100.0,2,2,100.0,7,2,0,2,26.0,26.0,0.0,16.0,24.0,66.7,122.0,1.0,56.0,350.0,6.3,3.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,0.0,1.0,1.0
Duke,Georgia Tech,2019-10-12,2019-20,1,0,41,23,64,W,18,Regular,6,11,20,55.0,176,0,55,197,3.6,4,5,5,100.0,2,2,100.0,11,0,0,0,26.0,26.0,0.0,15.0,35.0,42.9,206.0,1.0,40.0,173.0,4.3,2.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,0.0,0.0
Eastern Michigan,Ball State,2019-10-12,2019-20,1,0,23,29,52,L,-6,Regular,6,20,36,55.6,283,1,33,89,2.7,2,2,3,66.7,1,1,100.0,5,1,3,4,26.0,26.0,0.0,23.0,32.0,71.9,255.0,2.0,47.0,196.0,4.2,2.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
Florida Atlantic,Middle Tennessee State,2019-10-12,2019-20,1,0,28,13,41,W,15,Regular,6,16,31,51.6,161,1,40,203,5.1,2,2,3,66.7,2,2,100.0,8,0,0,0,26.0,26.0,0.0,24.0,42.0,57.1,335.0,1.0,29.0,124.0,4.3,1.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0
Georgia,South Carolina,2019-10-12,2019-20,1,0,17,20,37,L,-3,Regular,6,28,52,53.8,295,1,43,173,4.0,1,2,2,100.0,1,3,33.3,5,1,3,4,26.0,26.0,0.0,21.0,32.0,65.6,155.0,1.0,36.0,142.0,3.9,0.0,2.0,2.0,100.0,2.0,4.0,50.0,8.0,0.0,0.0,0.0
Houston,Cincinnati,2019-10-12,2019-20,1,0,23,38,61,L,-15,Regular,6,10,30,33.3,234,3,37,190,5.1,0,2,2,100.0,1,1,100.0,5,1,4,5,26.0,26.0,0.0,14.0,24.0,58.3,263.0,3.0,34.0,131.0,3.9,1.0,5.0,5.0,100.0,1.0,2.0,50.0,8.0,0.0,1.0,1.0
Illinois,Michigan,2019-10-12,2019-20,1,0,25,42,67,L,-17,Regular,6,16,29,55.2,192,1,43,64,1.5,2,2,2,100.0,1,1,100.0,5,2,0,2,26.0,26.0,0.0,11.0,22.0,50.0,194.0,3.0,48.0,295.0,6.1,3.0,6.0,6.0,100.0,0.0,1.0,0.0,6.0,2.0,0.0,2.0
Kentucky,Arkansas,2019-10-12,2019-20,1,0,24,20,44,W,4,Regular,6,8,12,66.7,88,1,54,330,6.1,2,3,3,100.0,1,2,50.0,6,1,0,1,26.0,26.0,0.0,12.0,27.0,44.4,122.0,0.0,30.0,183.0,6.1,2.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,0.0,0.0
Marshall,Old Dominion,2019-10-12,2019-20,1,0,31,17,48,W,14,Regular,6,20,32,62.5,208,1,46,236,5.1,3,4,4,100.0,1,1,100.0,7,0,0,0,26.0,26.0,0.0,9.0,16.0,56.3,123.0,1.0,36.0,83.0,2.3,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,0.0,0.0
Nevada,San Jose State,2019-10-12,2019-20,1,0,41,38,79,W,3,Regular,6,22,37,59.5,352,1,51,189,3.7,3,5,5,100.0,2,2,100.0,11,1,2,3,26.0,26.0,0.0,23.0,45.0,51.1,405.0,3.0,16.0,15.0,0.9,2.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,1.0,1.0,2.0
Notre Dame,Southern California,2019-10-12,2019-20,1,0,30,27,57,W,3,Regular,6,17,32,53.1,165,1,48,308,6.4,2,3,3,100.0,3,3,100.0,12,0,0,0,26.0,26.0,0.0,24.0,35.0,68.6,255.0,2.0,35.0,171.0,4.9,1.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,0.0,0.0,0.0
Oregon State,Utah,2019-10-12,2019-20,1,0,7,52,59,L,-45,Regular,6,22,42,52.4,169,1,22,48,2.2,0,1,1,100.0,0,2,0.0,1,0,1,1,26.0,26.0,0.0,14.0,18.0,77.8,247.0,2.0,42.0,256.0,6.1,4.0,7.0,7.0,100.0,1.0,1.0,100.0,10.0,1.0,0.0,1.0
Southern Mississippi,North Texas,2019-10-12,2019-20,1,0,45,27,72,W,18,Regular,6,29,36,80.6,421,3,37,142,3.8,3,4,5,80.0,1,1,100.0,7,0,0,0,26.0,26.0,0.0,14.0,31.0,45.2,256.0,4.0,32.0,122.0,3.8,0.0,3.0,4.0,75.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0
Tennessee,Mississippi State,2019-10-12,2019-20,1,0,20,10,30,W,10,Regular,6,10,14,71.4,167,1,44,190,4.3,1,2,2,100.0,2,2,100.0,8,0,2,2,26.0,26.0,0.0,11.0,21.0,52.4,146.0,1.0,37.0,121.0,3.3,0.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,3.0,3.0
Texas A&M,Alabama,2019-10-12,2019-20,1,0,28,47,75,L,-19,Regular,6,24,42,57.1,264,2,28,125,4.5,1,2,2,100.0,2,2,100.0,8,1,0,1,26.0,26.0,0.0,21.0,34.0,61.8,293.0,4.0,31.0,155.0,5.0,1.0,5.0,6.0,83.3,2.0,2.0,100.0,11.0,0.0,1.0,1.0
Tulsa,Navy,2019-10-12,2019-20,1,0,17,45,62,L,-28,Regular,6,23,49,46.9,254,1,29,69,2.4,1,2,2,100.0,1,2,50.0,5,0,0,0,26.0,26.0,0.0,3.0,5.0,60.0,35.0,0.0,58.0,388.0,6.7,6.0,6.0,6.0,100.0,1.0,1.0,100.0,9.0,1.0,0.0,1.0
Vanderbilt,Nevada-Las Vegas,2019-10-12,2019-20,1,0,10,34,44,L,-24,Regular,6,16,41,39.0,140,0,22,166,7.5,1,1,1,100.0,1,2,50.0,4,1,1,2,26.0,26.0,0.0,11.0,16.0,68.8,172.0,2.0,53.0,206.0,3.9,2.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,1.0,0.0,1.0
Wake Forest,Louisville,2019-10-12,2019-20,1,0,59,62,121,L,-3,Regular,6,33,56,58.9,423,5,46,245,5.3,3,8,8,100.0,1,1,100.0,11,1,2,3,26.0,26.0,0.0,17.0,25.0,68.0,295.0,4.0,44.0,225.0,5.1,3.0,8.0,8.0,100.0,2.0,2.0,100.0,14.0,1.0,1.0,2.0
Western Michigan,Miami (OH),2019-10-12,2019-20,1,0,38,16,54,W,22,Regular,7,15,25,60.0,137,2,40,173,4.3,2,5,5,100.0,1,1,100.0,8,0,1,1,26.0,26.0,0.0,26.0,46.0,56.5,260.0,0.0,34.0,105.0,3.1,1.0,1.0,1.0,100.0,3.0,4.0,75.0,10.0,0.0,3.0,3.0
Michigan State,Western Michigan,2015-09-04,2015-16,0,0,37,24,61,W,-13,Regular,1,15,31,48.4,256,2,40,196,4.9,3,4,4,100.0,1,1,100.0,7,1,0,1,5.333333333333333,26.0,-20.666666666666668,33.0,50.0,66.0,365.0,2.0,23.0,18.0,0.8,0.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,0.0,2.0,2.0
Washington,Boise State,2015-09-04,2015-16,0,0,13,16,29,L,3,Regular,1,20,35,57.1,150,0,22,29,1.3,0,1,1,100.0,2,3,66.7,7,0,1,1,26.0,22.5,3.5,17.0,27.0,63.0,152.0,0.0,53.0,185.0,3.5,2.0,1.0,2.0,50.0,1.0,1.0,100.0,4.0,1.0,1.0,2.0
Colorado,Hawaii,2015-09-03,2015-16,0,0,20,28,48,L,8,Regular,1,23,40,57.5,156,0,53,215,4.1,2,2,2,100.0,2,2,100.0,8,2,1,3,26.0,26.0,0.0,19.0,38.0,50.0,202.0,3.0,34.0,100.0,2.9,0.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,0.0,2.0,2.0
Michigan,Utah,2015-09-03,2015-16,0,0,17,24,41,L,7,Regular,1,27,43,62.8,279,2,29,76,2.6,0,2,2,100.0,1,2,50.0,5,0,3,3,15.5,16.142857142857142,-0.6428571428571423,24.0,33.0,72.7,208.0,0.0,37.0,129.0,3.5,2.0,3.0,3.0,100.0,1.0,3.0,33.3,6.0,0.0,1.0,1.0
Ohio,Idaho,2015-09-03,2015-16,0,0,45,28,73,W,-17,Regular,1,20,25,80.0,284,3,38,205,5.4,2,6,6,100.0,1,2,50.0,9,1,0,1,2.2666666666666666,26.0,-23.733333333333334,36.0,48.0,75.0,297.0,1.0,28.0,100.0,3.6,2.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,1.0,2.0,3.0
Oklahoma State,Central Michigan,2015-09-03,2015-16,0,0,24,13,37,W,-11,Regular,1,22,32,68.8,266,1,35,153,4.4,2,3,3,100.0,1,3,33.3,6,0,0,0,14.153846153846153,26.0,-11.846153846153847,29.0,42.0,69.0,265.0,0.0,28.0,78.0,2.8,1.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,0.0,1.0,1.0
Texas Christian,Minnesota,2015-09-03,2015-16,0,0,23,17,40,W,-6,Regular,1,26,42,61.9,246,1,44,203,4.6,1,2,2,100.0,3,4,75.0,11,1,1,2,5.866666666666666,26.0,-20.133333333333333,19.0,35.0,54.3,197.0,1.0,39.0,144.0,3.7,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,2.0,0.0,2.0
Washington State,Rutgers,2015-09-12,2015-16,0,0,37,34,71,W,-3,Regular,2,47,66,71.2,478,4,16,81,5.1,0,4,4,100.0,3,3,100.0,13,0,0,0,21.5,26.0,-4.5,23.0,29.0,79.3,204.0,1.0,37.0,198.0,5.4,1.0,2.0,3.0,66.7,2.0,2.0,100.0,8.0,2.0,1.0,3.0
Western Michigan,Georgia Southern,2015-09-12,2015-16,0,0,17,43,60,L,26,Regular,2,24,36,66.7,227,2,26,25,1.0,0,0,1,0.0,1,1,100.0,3,1,3,4,26.0,26.0,0.0,1.0,4.0,25.0,7.0,0.0,52.0,413.0,7.9,5.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,0.0,0.0,0.0
Miami (FL),Florida Atlantic,2015-09-11,2015-16,0,0,44,20,64,W,-24,Regular,2,22,34,64.7,300,1,44,226,5.1,4,5,5,100.0,3,4,75.0,14,0,0,0,26.0,26.0,0.0,19.0,34.0,55.9,166.0,1.0,33.0,223.0,6.8,1.0,2.0,2.0,100.0,2.0,3.0,66.7,8.0,3.0,2.0,5.0
Louisiana Tech,Western Kentucky,2015-09-10,2015-16,0,0,38,41,79,L,3,Regular,2,28,49,57.1,357,2,31,223,7.2,3,5,5,100.0,1,1,100.0,8,1,1,2,26.0,26.0,0.0,28.0,38.0,73.7,441.0,1.0,33.0,149.0,4.5,2.0,3.0,3.0,100.0,4.0,4.0,100.0,15.0,1.0,0.0,1.0
Ohio State,Virginia Tech,2015-09-07,2015-16,0,0,42,24,66,W,-18,Regular,1,10,19,52.6,212,3,37,360,9.7,3,6,6,100.0,0,1,0.0,6,2,1,3,26.0,26.0,0.0,15.0,25.0,60.0,192.0,3.0,44.0,128.0,2.9,0.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,1.0,1.0,2.0
Purdue,Marshall,2015-09-06,2015-16,0,0,31,41,72,L,10,Regular,1,31,48,64.6,270,1,47,184,3.9,3,4,4,100.0,1,2,50.0,7,0,4,4,26.0,26.0,0.0,23.0,36.0,63.9,234.0,2.0,29.0,163.0,5.6,1.0,5.0,5.0,100.0,2.0,2.0,100.0,11.0,2.0,1.0,3.0
Brigham Young,Nebraska,2015-09-05,2015-16,0,0,33,28,61,W,-5,Regular,1,28,46,60.9,379,2,26,132,5.1,2,3,3,100.0,2,2,100.0,9,0,1,1,22.0,26.0,-4.0,24.0,41.0,58.5,319.0,3.0,37.0,126.0,3.4,1.0,4.0,4.0,100.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0
Florida Atlantic,Tulsa,2015-09-05,2015-16,0,0,44,47,91,L,3,Regular,1,23,35,65.7,263,2,61,300,4.9,3,5,5,100.0,3,4,75.0,14,0,0,0,26.0,26.0,0.0,21.0,35.0,60.0,424.0,2.0,51.0,194.0,3.8,4.0,5.0,5.0,100.0,2.0,3.0,66.7,11.0,2.0,2.0,4.0
Mississippi State,Southern Mississippi,2015-09-05,2015-16,0,0,34,16,50,W,-18,Regular,1,22,38,57.9,237,2,28,205,7.3,1,4,4,100.0,2,2,100.0,10,2,0,2,22.8,26.0,-3.1999999999999993,30.0,44.0,68.2,311.0,1.0,36.0,102.0,2.8,0.0,1.0,1.0,100.0,3.0,3.0,100.0,10.0,0.0,2.0,2.0
Old Dominion,Eastern Michigan,2015-09-05,2015-16,0,0,38,34,72,W,-4,Regular,1,18,32,56.3,184,1,41,229,5.6,4,5,5,100.0,1,1,100.0,8,0,0,0,26.0,26.0,0.0,22.0,36.0,61.1,192.0,2.0,47.0,252.0,5.4,2.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,1.0,2.0,3.0
Penn State,Temple,2015-09-05,2015-16,0,0,10,27,37,L,17,Regular,1,11,25,44.0,103,0,27,77,2.9,1,1,1,100.0,1,1,100.0,4,0,1,1,26.0,22.857142857142858,3.1428571428571423,16.0,21.0,76.2,168.0,0.0,43.0,149.0,3.5,3.0,3.0,3.0,100.0,2.0,2.0,100.0,9.0,1.0,0.0,1.0
Texas State,Florida State,2015-09-05,2015-16,0,0,16,59,75,L,43,Regular,1,26,42,61.9,168,1,33,132,4.0,1,1,2,50.0,1,1,100.0,4,1,0,1,26.0,10.6,15.4,25.0,32.0,78.1,370.0,5.0,41.0,266.0,6.5,3.0,8.0,8.0,100.0,1.0,1.0,100.0,11.0,1.0,0.0,1.0
Nevada-Las Vegas,Northern Illinois,2015-09-05,2015-16,0,0,30,38,68,L,8,Regular,1,22,40,55.0,329,2,47,164,3.5,1,3,3,100.0,3,3,100.0,12,0,1,1,26.0,26.0,0.0,21.0,26.0,80.8,360.0,2.0,42.0,185.0,4.4,3.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,0.0,0.0,0.0
Texas-El Paso,Arkansas,2015-09-05,2015-16,0,0,13,48,61,L,35,Regular,1,14,19,73.7,146,0,34,58,1.7,1,1,1,100.0,2,2,100.0,7,2,1,3,26.0,19.0,7.0,14.0,20.0,70.0,308.0,4.0,34.0,182.0,5.4,2.0,6.0,6.0,100.0,2.0,2.0,100.0,12.0,0.0,0.0,0.0
Virginia,UCLA,2015-09-05,2015-16,0,0,16,34,50,L,18,Regular,1,21,35,60.0,238,1,34,98,2.9,0,1,1,100.0,3,3,100.0,10,0,1,1,26.0,16.90909090909091,9.09090909090909,28.0,37.0,75.7,351.0,3.0,34.0,152.0,4.5,1.0,4.0,4.0,100.0,2.0,3.0,66.7,10.0,0.0,0.0,0.0
Charlotte,Georgia State,2015-09-04,2015-16,0,0,23,20,43,W,-3,Regular,1,19,32,59.4,244,1,54,164,3.0,0,2,2,100.0,3,3,100.0,11,2,2,4,26.0,26.0,0.0,25.0,43.0,58.1,299.0,2.0,26.0,93.0,3.6,0.0,2.0,2.0,100.0,2.0,3.0,66.7,8.0,2.0,1.0,3.0
Buffalo,Penn State,2015-09-12,2015-16,0,0,14,27,41,L,13,Regular,2,24,35,68.6,205,2,33,69,2.1,0,2,2,100.0,0,1,0.0,2,0,1,1,26.0,26.0,0.0,14.0,27.0,51.9,128.0,1.0,39.0,200.0,5.1,2.0,3.0,3.0,100.0,2.0,3.0,66.7,9.0,0.0,0.0,0.0
East Carolina,Florida,2015-09-12,2015-16,0,0,24,31,55,L,7,Regular,2,37,58,63.8,346,3,22,-13,-0.6,0,3,3,100.0,1,1,100.0,6,2,1,3,26.0,13.454545454545455,12.545454545454545,15.0,25.0,60.0,205.0,2.0,38.0,168.0,4.4,1.0,4.0,4.0,100.0,1.0,3.0,33.3,7.0,1.0,1.0,2.0
